lemma,sense_name,definition,example,example_source,notes,Num_WN_Examples,group_id
carrots,carrot.n.02,perennial plant widely cultivated as an annual in many varieties for its long conical orange edible roots; temperate and tropical regions,We plant carrots in our garden,hand_written,no wordnet example for sense,0,carrots_1
carry,carry.v.21,have or possess something abstract,I carry her image in my mind's eye,wordnet,wordnet example,4,carry_1
carry,carry.v.19,be conveyed over a certain distance,Her voice carries very well in this big opera house,wordnet,wordnet example,1,carry_1
carry,carry.v.05,"bear or be able to bear the weight, pressure,or responsibility of",How many credits is this student carrying?,wordnet,wordnet example,3,carry_1
carry,stock.v.01,have on hand,Do you carry kerosene heaters?,wordnet,wordnet example,1,carry_1
carry,impart.v.03,transmit or serve as the medium for transmission,The airwaves carry the sound,wordnet,wordnet example,3,carry_1
carry,post.v.07,transfer (entries) from one account book to another,Can you carry this transaction to Mark's account?,hand_written,no wordnet example for sense,0,carry_2
carry,carry.v.12,"include, as on a list",How many people are carried on the payroll?,wordnet,wordnet example,1,carry_2
carry,carry.v.31,bear (a crop),This land does not carry olives,wordnet,wordnet example,1,carry_2
carry,carry.v.29,"transfer (a number, cipher, or remainder) to the next column or unit's place before or after, in addition or multiplication",Put down 5 and carry 2,wordnet,wordnet example,1,carry_2
carry,carry.v.18,have as an inherent or characteristic feature or have as a consequence,These bonds carry warrants,wordnet,wordnet example,6,carry_2
carry,carry.v.23,win approval or support for,His speech did not carry the voters,wordnet,wordnet example,2,carry_3
carry,transport.v.02,"move while supporting, either in a vehicle or in one's hands or on one's body",You must carry your camping gear,wordnet,wordnet example,4,carry_3
carry,hold.v.11,contain or hold; have within,The jar carries wine,wordnet,wordnet example,3,carry_3
carry,carry.v.09,continue or extend,Do you want me to carry on driving or would you like to drive the next bit,childes,no wordnet example for lemma,2,carry_3
carry,carry.v.33,drink alcohol without showing ill effects,He had drunk more than he could carry,wordnet,wordnet example,2,carry_3
carry,carry.v.04,serve as a means for expressing something,His voice carried a lot of anger,wordnet,wordnet example,2,carry_4
carry,carry.v.30,pursue a line of scent or be a bearer,The dog was taught to fetch and carry,wordnet,wordnet example,1,carry_4
carry,carry.v.27,capture after a fight,The troops carried the town after a brief fight,wordnet,wordnet example,1,carry_4
carry,carry.v.32,propel or give impetus to,The sudden gust of air carried the ball to the other side of the fence,wordnet,wordnet example,1,carry_4
carry,carry.v.02,have with oneself; have on one's person,I always carry money,wordnet,wordnet example,3,carry_4
carry,behave.v.02,behave in a certain manner,She carried herself well,wordnet,wordnet example,3,carry_5
carry,have_a_bun_in_the_oven.v.01,be pregnant with,I am carrying his child,wordnet,wordnet example,3,carry_5
carry,carry.v.08,extend to a certain degree,Carry too far,wordnet,wordnet example,2,carry_5
carry,dribble.v.03,"propel,",Carry the ball,wordnet,wordnet example,2,carry_5
carry,carry.v.34,be able to feed,This land will carry ten cows to the acre,wordnet,wordnet example,1,carry_5
carry,carry.v.10,be necessarily associated with or result in or involve,This crime carries a penalty of five years in prison,wordnet,wordnet example,1,carry_6
carry,carry.v.35,have a certain range,"This rifle carries for 3,000 feet",wordnet,wordnet example,1,carry_6
carry,carry.v.26,have on the surface or on the skin,Carry scars,wordnet,wordnet example,1,carry_6
carry,carry.v.22,be equipped with (a mast or sail),This boat can only carry a small sail,wordnet,wordnet example,1,carry_6
carry,carry.v.17,pass on a communication,The news was carried to every village in the province,wordnet,wordnet example,1,carry_6
carry,carry.v.24,compensate for a weaker partner or member by one's own performance,I resent having to carry her all the time,wordnet,wordnet example,1,carry_7
carry,hold.v.14,support or hold in a certain manner,He carried himself upright,wordnet,wordnet example,2,carry_7
carry,carry.v.39,sing or play against other voices or parts,He cannot carry a tune,wordnet,wordnet example,1,carry_7
carry,carry.v.20,keep up with financial support,The Federal Government carried the province for many years,wordnet,wordnet example,1,carry_7
carry,carry.v.25,take further or advance,Carry a cause,wordnet,wordnet example,1,carry_7
carry,carry.v.37,secure the passage or adoption (of bills and motions),He carried the bill through the senate,wordnet,wordnet example,1,carry_8
carry,carry.v.15,include as the content; broadcast or publicize,This paper carries a restaurant review,wordnet,wordnet example,3,carry_8
carry,carry.v.11,win in an election,The senator carried his home state,wordnet,wordnet example,1,carry_8
carry,carry.v.36,cover a certain distance or advance beyond,The drive carried to the green,wordnet,wordnet example,1,carry_8
carry,carry.v.38,be successful in,She lost the game but carried the match,wordnet,wordnet example,1,carry_8
cat,cat-o'-nine-tails.n.01,a whip with nine knotted cords,British sailors feared the cat,wordnet,wordnet example,1,cat_1
cat,cat.n.01,feline mammal usually having thick soft fur and no ability to roar: domestic cats; wildcats,Two kitty cats,hand_written,no wordnet example for sense,0,cat_1
cat,guy.n.01,an informal term for a youth or man,The cat's only doing it for some cute girl,hand_written,no wordnet example for lemma,2,cat_1
cat,caterpillar.n.02,a large tracked vehicle that is propelled by two endless metal belts; frequently used for moving earth in construction and farm work,He always wanted to drive the big CAT,hand_written,no wordnet example for sense,0,cat_1
cat,big_cat.n.01,any of several large cats typically able to roar and living in the wild,We went on a safari and saw a big cat,hand_written,no wordnet example for sense,0,cat_1
cat,cat.n.03,a spiteful woman gossip,What a cat she is!,wordnet,wordnet example,1,cat_2
cat,computerized_tomography.n.01,a method of examining body organs by scanning them with X rays and using a computer to construct a series of cross-sectional scans along a single axis,The doctor says I need a CAT scan,hand_written,no wordnet example for sense,0,cat_2
cat,kat.n.01,the leaves of the shrub Catha edulis which are chewed like tobacco or used to make tea; has the effect of a euphoric stimulant,Cat used to be a popular stimulant,hand_written,no wordnet example for lemma,1,cat_2
catch,get.v.19,reach with a blow or hit in a particular spot,The rock caught her in the back of the head,wordnet,wordnet example,3,catch_1
catch,catch.v.13,check oneself during an action,She managed to catch herself before telling her boss what was on her mind,wordnet,wordnet example,1,catch_1
catch,catch.v.28,become aware of,He caught her staring out the window,wordnet,wordnet example,1,catch_1
catch,catch.v.25,take in and retain,We have a big barrel to catch the rainwater,wordnet,wordnet example,1,catch_1
catch,catch.v.04,take hold of so as to seize or restrain or stop the motion of,Catch the ball!,wordnet,wordnet example,2,catch_1
catch,hitch.v.01,to hook or entangle,His string is all caught around his wheel,childes,no wordnet example for lemma,1,catch_2
catch,catch.v.09,reach in time,I have to catch a train at 7 o'clock,wordnet,wordnet example,1,catch_2
catch,catch.v.26,spread or be communicated,The fashion did not catch,wordnet,wordnet example,1,catch_2
catch,catch.v.07,attract and fix,Catch the attention of the waiter,wordnet,wordnet example,3,catch_2
catch,catch.v.20,start burning,The fire caught,wordnet,wordnet example,1,catch_2
catch,capture.v.02,attract; cause to be enamored,She caught all the men's hearts,hand_written,no wordnet example for lemma,1,catch_3
catch,watch.v.03,see or watch,Did you catch the show with the snake on it,childes,no wordnet example for lemma,5,catch_3
catch,catch.v.29,delay or hold up; prevent from proceeding on schedule or as planned,I was caught in traffic and missed the meeting,wordnet,wordnet example,1,catch_3
catch,catch.v.24,apprehend and reproduce accurately,She really caught the spirit of the place in her drawings,wordnet,wordnet example,2,catch_3
catch,catch.v.21,perceive by hearing,I didn't catch your name,wordnet,wordnet example,2,catch_3
catch,catch.v.01,"discover or come upon accidentally, suddenly, or unexpectedly; catch somebody doing something or in a certain state",She was caught shoplifting,wordnet,wordnet example,2,catch_4
catch,catch.v.16,"cause to become accidentally or suddenly caught, ensnared, or entangled",I caught the hem of my dress in the brambles,wordnet,wordnet example,1,catch_4
catch,trip_up.v.01,detect a blunder or misstep,The reporter caught the senator,wordnet,wordnet example,1,catch_4
catch,catch.v.22,suffer from the receipt of,She will catch hell for this behavior!,wordnet,wordnet example,1,catch_4
catch,catch.v.12,be struck or affected by,Catch fire,wordnet,wordnet example,2,catch_4
catch,overtake.v.01,catch up with and possibly overtake,The Rolls Royce caught us near the exit ramp,wordnet,wordnet example,1,catch_5
catch,catch.v.14,"hear, usually without the knowledge of the speakers",We caught the conversation at the next table,hand_written,no wordnet example for lemma,1,catch_5
catch,catch.v.10,"get or regain something necessary, usually quickly or briefly",Catch one's breath,wordnet,wordnet example,2,catch_5
catch,catch.v.27,be the catcher,Who is catching?,wordnet,wordnet example,1,catch_5
catch,capture.v.06,"capture as if by hunting, snaring, or trapping",Sleek seals catch fish as they splash in and out of the water,childes,no wordnet example for lemma,1,catch_5
catch,catch.v.02,"perceive with the senses quickly, suddenly, or momentarily",Ears open to catch every sound,wordnet,wordnet example,5,catch_6
catch,catch.v.19,contract,Did you catch a cold?,wordnet,wordnet example,1,catch_6
catch,catch.v.18,grasp with the mind or develop an understanding of,Did you catch that allusion?,wordnet,wordnet example,6,catch_6
catch,get.v.11,"succeed in catching or seizing, especially after a chase",Did you catch the thief?,wordnet,wordnet example,2,catch_6
cereal,cereal.n.03,a breakfast food prepared from grain,Let me get a new box of cereal,childes,no wordnet example for sense,0,cereal_1
cereal,grain.n.02,foodstuff prepared from the starchy grains of cereal grasses,Cereal is one of the main ingredients in animal feed,hand_written,no wordnet example for sense,0,cereal_1
cereal,cereal.n.01,grass whose starchy grains are used as food: wheat; rice; rye; oats; maize; buckwheat; millet,A major industry is cereal growing,hand_written,no wordnet example for sense,0,cereal_1
chair,president.n.04,the officer who presides at the meetings of an organization,Address your remarks to the chairperson,wordnet,wordnet example,1,chair_1
chair,electric_chair.n.01,an instrument of execution by electrocution; resembles an ordinary seat for one person,The murderer was sentenced to die in the chair,wordnet,wordnet example,1,chair_1
chair,chair.n.05,a particular seat in an orchestra,He is second chair violin,wordnet,wordnet example,1,chair_1
chair,chair.n.01,"a seat for one person, with a support for the back",He put his coat over the back of the chair and sat down,wordnet,wordnet example,1,chair_1
chair,professorship.n.01,the position of professor,He was awarded an endowed chair in economics,wordnet,wordnet example,1,chair_1
chalk,methamphetamine.n.01,an amphetamine derivative (trade name Methedrine) used in the form of a crystalline hydrochloride; used as a stimulant to the nervous system and as an appetite suppressant,I really don't feel myself unless I have some chalk,hand_written,no wordnet example for sense,0,chalk_1
chalk,chalk.n.02,a pure flat white with little reflectance,My table has a chalk color,hand_written,no wordnet example for sense,0,chalk_1
chalk,chalk.n.01,a soft whitish calcite,Some mountains are full of chalk,hand_written,no wordnet example for sense,0,chalk_1
chalk,chalk.n.04,"a piece of calcite or a similar substance, usually in the shape of a crayon, that is used to write or draw on blackboards or other flat surfaces",Why don't you get your chalks and draw something?,childes,no wordnet example for sense,0,chalk_1
chase,chase.v.03,cut a groove into,Chase silver,wordnet,wordnet example,1,chase_1
chase,chase.v.01,go after with the intent to catch,The policeman chased the mugger down the alley,wordnet,wordnet example,2,chase_1
chase,furrow.v.03,cut a furrow into a columns,I need to chase the furrow next week,hand_written,no wordnet example for sense,0,chase_1
chase,chase.v.02,pursue someone sexually or romantically,He chased his wife for 2 years before they got together,hand_written,no wordnet example for sense,0,chase_1
cheek,boldness.n.02,impudent aggressiveness,I couldn't believe her cheek,hand_written,no wordnet example for lemma,2,cheek_1
cheek,cheek.n.01,either side of the face below the eyes,You have cake on your cheek,hand_written,no wordnet example for sense,0,cheek_1
cheek,impudence.n.01,an impudent statement,You have a lot of cheek,hand_written,no wordnet example for sense,0,cheek_1
cheek,buttock.n.01,either of the two large fleshy masses of muscular tissue that form the human rump,Butt cheeks,hand_written,no wordnet example for sense,0,cheek_1
cheerios,adieu.n.01,a farewell remark,"Cheerio, govna!', said the American",hand_written,no wordnet example for lemma,1,cheerios_1
cheese,cheese.n.01,a solid food prepared from the pressed curd of milk,I have cheese in the refrigerator I'll go get you a slice,childes,no wordnet example for sense,0,cheese_1
chicken,chicken.n.01,the flesh of a chicken used for food,We're having chicken for dinner,hand_written,no wordnet example for sense,0,chicken_1
chicken,wimp.n.01,"a person who lacks confidence, is irresolute and wishy-washy","You're such a chicken, just do it!",hand_written,no wordnet example for sense,0,chicken_1
chicken,chicken.n.04,a foolhardy competition; a dangerous activity that is continued until one competitor becomes afraid and stops,To play chicken,hand_written,no wordnet example for sense,0,chicken_1
chicken,chicken.n.02,a domestic fowl bred for flesh or eggs; believed to have been developed from the red jungle fowl,The chicken says bock bock bock,childes,no wordnet example for sense,0,chicken_1
chin,chin.n.01,the protruding part of the lower jaw,You have cake on your chin,hand_written,no wordnet example for sense,0,chin_1
chips,check.n.09,a mark left after a small piece has been chopped or broken off of something,There's a chip in this mug,hand_written,no wordnet example for sense,0,chips_1
chips,chip.n.06,a small disk-shaped counter used to represent money when gambling,"After winning, he threw a chip to the bartender as a tip",hand_written,no wordnet example for sense,0,chips_1
chips,bit.n.02,a small fragment of something broken off from the whole,A chip of rock caught him in the eye,hand_written,no wordnet example for lemma,1,chips_1
chips,chip.n.07,electronic equipment consisting of a small crystal of a silicon semiconductor fabricated to carry out a number of electronic functions in an integrated circuit,A computer chip,hand_written,no wordnet example for sense,0,chips_1
chips,french_fries.n.01,strips of potato fried in deep fat,Fish and chips,hand_written,no wordnet example for sense,0,chips_1
chips,chip.n.04,a thin crisp slice of potato fried in deep fat,Potato chip,hand_written,no wordnet example for sense,0,chips_2
chips,chip.n.03,a piece of dried bovine dung,These chips are used in throwing contests,hand_written,no wordnet example for sense,0,chips_2
chips,chip.n.02,a triangular wooden float attached to the end of a log line,The chip log is used to measure the speed of a ship through water,hand_written,no wordnet example for sense,0,chips_2
chips,chip.n.09,the act of chipping something,He made a chip on the bark of the tree,hand_written,no wordnet example for sense,0,chips_2
chips,chip.n.08,(golf) a low running approach shot,A chip shot,hand_written,no wordnet example for sense,0,chips_2
chocolate,chocolate.n.03,a medium brown to dark-brown color,The wall was a deep chocolate,hand_written,no wordnet example for sense,0,chocolate_1
chocolate,chocolate.n.02,a food made from roasted ground cacao beans,I went and bought a box of chocolates for them to say thank you,childes,no wordnet example for sense,0,chocolate_1
chocolate,cocoa.n.01,a beverage made from cocoa powder and milk and sugar; usually drunk hot,Do you want some more hot chocolate,childes,no wordnet example for sense,0,chocolate_1
clap,applaud.v.01,clap one's hands or shout after performances to indicate approval,The audience clapped,hand_written,no wordnet example for sense,0,clap_1
clap,clap.v.02,cause to strike the air in flight,The big bird clapped its wings,wordnet,wordnet example,1,clap_1
clap,clap.v.04,clap one's hands together,The children were clapping to the music,wordnet,wordnet example,1,clap_1
clap,clap.v.06,"strike with the flat of the hand; usually in a friendly way, as in encouragement or greeting",His dad clapped his back after he made the goal,hand_written,no wordnet example for sense,0,clap_1
clap,clap.v.01,put quickly or forcibly,The judge clapped him in jail,wordnet,wordnet example,1,clap_1
clap,clap.v.05,strike the air in flight,The wings of the birds clapped loudly,wordnet,wordnet example,1,clap_2
clap,clap.v.07,strike together so as to produce a sharp percussive noise,Clap two boards together,wordnet,wordnet example,1,clap_2
clean,clean.a.08,(of behavior or especially language) free from objectionable elements; fit for all observers,Good clean fun,wordnet,wordnet example,2,clean_1
clean,clean.a.01,free from dirt or impurities; or having clean habits,Children with clean shining faces,wordnet,wordnet example,5,clean_1
clean,clean.s.02,free of restrictions or qualifications,A clean bill of health,wordnet,wordnet example,2,clean_1
clean,clean.s.15,thorough and without qualification,A clean getaway,wordnet,wordnet example,3,clean_1
clean,clean.a.06,ritually clean or pure,He was listening to the clean version of the song,hand_written,no wordnet example for sense,0,clean_1
clean,clean.s.10,morally pure,Led a clean life,wordnet,wordnet example,1,clean_2
clean,clean.s.13,exhibiting or calling for sportsmanship or fair play,A clean fight,wordnet,wordnet example,3,clean_2
clean,clean.s.04,free from impurities,Clean water,wordnet,wordnet example,2,clean_2
clean,blank.s.01,(of a surface) not written or printed on,A clean page,wordnet,wordnet example,4,clean_2
clean,clean.s.14,without difficulties or problems,A clean test flight,wordnet,wordnet example,1,clean_2
clean,clean.s.18,free of drugs,After a long dependency on heroin she has been clean for 4 years,wordnet,wordnet example,1,clean_3
clean,clean.s.05,(of a record) having no marks of discredit or offense,A clean voting record,wordnet,wordnet example,2,clean_3
clean,uninfected.s.01,free from sepsis or infection,A clean (or uninfected) wound,wordnet,wordnet example,1,clean_3
clean,clean.s.11,(of a manuscript) having few alterations or corrections,A clean manuscript,wordnet,wordnet example,2,clean_3
clean,clean.a.07,not spreading pollution or contamination; especially radioactive contamination,A clean fuel,wordnet,wordnet example,3,clean_3
clean,clean.s.03,(of sound or color) free from anything that dulls or dims,Efforts to obtain a clean bass in orchestral recordings,wordnet,wordnet example,4,clean_4
clean,clean.s.17,free from clumsiness; precisely or deftly executed,He landed a clean left on his opponent's cheek,wordnet,wordnet example,3,clean_4
clean,clean.s.16,not carrying concealed weapons,"I searched them, they're clean",hand_written,no wordnet example for sense,0,clean_4
climb,climb.v.05,improve one's social status,This young man knows how to climb the social ladder,wordnet,wordnet example,1,climb_1
climb,climb.v.02,"move with difficulty, by grasping",He's gonna to climb on top of the buildings,childes,no wordnet example for sense,0,climb_1
climb,wax.v.02,go up or advance,Sales were climbing after prices were lowered,wordnet,wordnet example,1,climb_1
climb,rise.v.02,increase in value or to a higher point,Prices climbed steeply,wordnet,wordnet example,2,climb_1
climb,climb.v.01,go upward with gradual or continuous progress,Did you ever climb up the hill behind your house?,wordnet,wordnet example,1,climb_1
climb,climb.v.04,slope upward,The path climbed all the way to the top of the hill,wordnet,wordnet example,1,climb_2
clock,clock.n.01,a timepiece that shows the time of day,The clock struck midnight,hand_written,no wordnet example for sense,0,clock_1
close,close.v.10,change one's body stance so that the forward shoulder and foot are closer to the intended point of impact,He closed his stance towards the target,hand_written,no wordnet example for sense,0,close_1
close,close.v.14,bar access to,"Due to the accident, the road had to be closed for several hours",wordnet,wordnet example,1,close_1
close,close.v.09,cause a window or an application to disappear on a computer desktop,Close that tab,hand_written,no wordnet example for sense,0,close_1
close,close.v.08,engage at close quarters,Close with the enemy,wordnet,wordnet example,1,close_1
close,close.v.17,finish a game in baseball by protecting a lead,The relief pitcher closed with two runs in the second inning,wordnet,wordnet example,1,close_1
close,close_up.v.03,unite or bring into contact or bring together the edges of,Close the circuit,wordnet,wordnet example,4,close_2
close,close.v.06,"complete a business deal, negotiation, or an agreement",We closed on the house on Friday,wordnet,wordnet example,2,close_2
close,close.v.02,become closed,The windows closed with a loud bang,wordnet,wordnet example,1,close_2
close,close.v.12,draw near,The probe closed with the space station,wordnet,wordnet example,1,close_2
close,close.v.04,"finish or terminate (meetings, speeches, etc.)",The meeting was closed with a charge by the chairman of the board,wordnet,wordnet example,1,close_2
close,conclude.v.04,come to a close,The concert closed with a nocturne by Chopin,wordnet,wordnet example,1,close_3
close,close.v.07,be priced or listed when trading stops,The stock market closed high this Friday,wordnet,wordnet example,2,close_3
close,close.v.15,fill or stop up,Can you close the cracks with caulking?,wordnet,wordnet example,1,close_3
close,close.v.13,bring together all the elements or parts of,Management closed ranks,wordnet,wordnet example,1,close_3
close,close.v.01,move so that an opening or passage is obstructed; make shut,Close the door,hand_written,no wordnet example for lemma,2,close_3
close,close.v.11,"come together, as if in an embrace",Her arms closed around her long lost relative,wordnet,wordnet example,1,close_4
close,close_up.v.01,cease to operate or cause to cease operating,The owners decided to move and to close the factory,wordnet,wordnet example,3,close_4
closet,wardrobe.n.01,a tall piece of furniture that provides storage space for clothes; has a door and rails or hooks for hanging clothes,Hang your clothes in the closet,hand_written,no wordnet example for sense,0,closet_1
closet,closet.n.04,a small private room for study or prayer,He prays in the closet,hand_written,no wordnet example for sense,0,closet_1
closet,water_closet.n.01,a toilet in Britain,The water closet is down the hall,hand_written,no wordnet example for sense,0,closet_1
closet,cupboard.n.01,a small room (or recess) or cabinet used for storage space,We have more cans in the closet,hand_written,no wordnet example for sense,0,closet_1
cloud,swarm.n.02,a group of many things in the air or on the ground,Clouds of blossoms,wordnet,wordnet example,3,cloud_1
cloud,cloud.n.03,out of touch with reality,His head was in the clouds,wordnet,wordnet example,1,cloud_1
cloud,cloud.n.01,"any collection of particles (e.g., smoke or dust) or gases that is visible",There is a cloud of smoke in the sky,hand_written,no wordnet example for sense,0,cloud_1
cloud,cloud.n.04,a cause of worry or gloom or trouble,The only cloud on the horizon was the possibility of dissent by the French,wordnet,wordnet example,1,cloud_1
cloud,cloud.n.05,suspicion affecting your reputation,After that mistake he was under a cloud,wordnet,wordnet example,1,cloud_1
cloud,cloud.n.02,a visible mass of water or ice particles suspended at a considerable altitude,The rain cloud was fluffy and white,hand_written,no wordnet example for sense,0,cloud_2
coat,coat.n.01,an outer garment that has sleeves and covers the body from shoulder down; worn outdoors,"It's cold out, don't forget your coat",hand_written,no wordnet example for sense,0,coat_1
coat,coat.n.03,growth of hair or wool or fur covering the body of an animal,The dog has a thick coat,hand_written,no wordnet example for sense,0,coat_1
coat,coating.n.01,a thin layer covering something,A second coat of paint,wordnet,wordnet example,1,coat_1
coffee,coffee_bean.n.01,a seed of the coffee tree; ground to make coffee,A buy my own coffee beans,hand_written,no wordnet example for sense,0,coffee_1
coffee,coffee.n.01,a beverage consisting of an infusion of ground coffee beans,He ordered a cup of coffee,wordnet,wordnet example,1,coffee_1
coffee,chocolate.n.03,a medium brown to dark-brown color,The wall was a dark coffee,hand_written,no wordnet example for sense,0,coffee_1
coffee,coffee.n.02,any of several small trees and shrubs native to the tropical Old World yielding coffee beans,There is a field of coffee trees over there,hand_written,no wordnet example for sense,0,coffee_1
coke,coke.n.03,street names for cocaine,He was arrested for a baggie of coke,hand_written,no wordnet example for sense,0,coke_1
coke,coca_cola.n.01,Coca Cola is a trademarked cola,Drinking his coke through a straw,childes,no wordnet example for sense,0,coke_1
cold,cold.s.10,feeling or showing no enthusiasm,A cold audience,wordnet,wordnet example,2,cold_1
cold,cold.a.01,having a low or inadequate temperature or feeling a sensation of coldness or having been made cold by e.g. ice or refrigeration,A cold climate,wordnet,wordnet example,6,cold_1
cold,cold.s.03,having lost freshness through passage of time,A cold trail,wordnet,wordnet example,2,cold_1
cold,cold.s.08,sexually unresponsive,Was cold to his advances,wordnet,wordnet example,2,cold_1
cold,cold.s.06,lacking originality or spontaneity; no longer new,The relationship turned cold,hand_written,no wordnet example for lemma,2,cold_1
cold,cold.s.09,without compunction or human feeling,In cold blood,wordnet,wordnet example,3,cold_2
cold,cold.s.05,marked by errorless familiarity,Had her lines cold before rehearsals started,wordnet,wordnet example,1,cold_2
cold,cold.a.02,extended meanings; especially of psychological coldness; without human warmth or emotion,A cold unfriendly nod,wordnet,wordnet example,5,cold_2
cold,cold.s.12,of a seeker; far from the object sought,"Playing Hot and Cold, he only got colder",hand_written,no wordnet example for sense,0,cold_2
cold,cold.s.04,(color) giving no sensation of warmth,A cold bluish grey,wordnet,wordnet example,1,cold_2
cold,cold.s.13,lacking the warmth of life,Cold in his grave,wordnet,wordnet example,1,cold_3
cold,cold.s.07,so intense as to be almost uncontrollable,Cold fury gripped him,wordnet,wordnet example,1,cold_3
cold,cold.s.11,unconscious from a blow or shock or intoxication,The boxer was out cold,wordnet,wordnet example,2,cold_3
comb,comb.n.01,a flat device with narrow pointed teeth on one edge; disentangles or arranges hair,Now get your comb and your razor and all your styling supplies,childes,no wordnet example for sense,0,comb_1
comb,comb.n.03,any of several tools for straightening fibers,There are special combs for animal grooming,hand_written,no wordnet example for sense,0,comb_1
comb,comb.n.02,the fleshy red crest on the head of the domestic fowl and other gallinaceous birds,The turkey's comb,hand_written,no wordnet example for sense,0,comb_1
comb,comb.n.05,the act of drawing a comb through hair,His hair needed a comb,wordnet,wordnet example,1,comb_1
cook,fudge.v.01,"tamper, with the purpose of deception",Cook the books,wordnet,wordnet example,3,cook_1
cook,cook.v.05,transform by heating,The apothecary cooked the medicinal mixture in a big iron kettle,wordnet,wordnet example,1,cook_1
cook,cook.v.02,prepare for eating by applying heat,I have to cook your toast,childes,no wordnet example for lemma,3,cook_1
cook,cook.v.03,transform and make suitable for consumption by heating,These potatoes have to cook for 20 minutes,wordnet,wordnet example,1,cook_1
cook,cook.v.01,prepare a hot meal,My husband doesn't cook,wordnet,wordnet example,1,cook_1
cookie,cookie.n.03,a short line of text that a web site puts on your computer's hard drive when you access the web site,Please clear your cookies,hand_written,no wordnet example for sense,0,cookie_1
cookie,cookie.n.02,the cook on a ranch or at a camp,The cookie at camp is so talented,hand_written,no wordnet example for sense,0,cookie_1
cookie,cookie.n.01,any of various small flat sweet cakes (`biscuit' is the British term),He gave you a chocolate chip cookie at ten o'clock in the morning,childes,no wordnet example for sense,0,cookie_1
corn,corn.n.05,(Great Britain) any of various cereal plants (especially the dominant crop of the region--wheat in Great Britain or oats in Scotland and Ireland),Have some corn cereal for breakfast,hand_written,no wordnet example for sense,0,corn_1
corn,corn.n.03,ears of corn that can be prepared and served for human food,She got lost in the corn fields,hand_written,no wordnet example for sense,0,corn_1
corn,corn.n.01,tall annual cereal grass bearing kernels on large ears: widely cultivated in America in many varieties; the principal cereal in Mexico and Central and South America since pre-Columbian times,Nebraska's got lots of corn,childes,no wordnet example for sense,0,corn_1
corn,corn_whiskey.n.01,whiskey distilled from a mash of not less than 80 percent corn,You can only find the strongest corn in the midwest,hand_written,no wordnet example for sense,0,corn_1
corn,corn.n.04,a hard thickening of the skin (especially on the top or sides of the toes) caused by the pressure of ill-fitting shoes,I have corn on my feet from running in bad shoes,hand_written,no wordnet example for sense,0,corn_1
corn,corn.n.07,something sentimental or trite,That movie was pure corn,wordnet,wordnet example,1,corn_2
corn,corn.n.02,the dried grains or kernels or corn used as animal feed or ground for meal,I got to feed the pigs corn,hand_written,no wordnet example for sense,0,corn_2
couch,sofa.n.01,an upholstered seat for more than one person,"Come sit on the couch, please",hand_written,no wordnet example for sense,0,couch_1
couch,couch.n.03,a narrow bed on which a patient lies during psychiatric or psychoanalytic treatment,Freud always had people lay on his couch during analysis,hand_written,no wordnet example for sense,0,couch_1
cover,cover.v.18,"be sufficient to meet, defray, or offset the charge or cost of",Is this enough to cover the check?,wordnet,wordnet example,1,cover_1
cover,cover.v.15,make up for shortcomings or a feeling of inferiority by exaggerating good qualities,He is covering for being a bad father,hand_written,no wordnet example for lemma,1,cover_1
cover,cover.v.05,act on verbally or in some form of artistic expression,The course covered all of Western Civilization,wordnet,wordnet example,3,cover_1
cover,cover.v.04,provide for,The grant doesn't cover my salary,wordnet,wordnet example,1,cover_1
cover,breed.v.02,"copulate with a female, used especially of horses",The horse covers the mare,wordnet,wordnet example,1,cover_1
cover,overlay.v.01,put something on top of something else,Cover the meat with a lot of gravy,wordnet,wordnet example,1,cover_2
cover,cover.v.26,"clothe, as if for protection from the elements",Cover your head!,wordnet,wordnet example,1,cover_2
cover,cover.v.01,provide with a covering or cause to be covered,Cover her face with a handkerchief,wordnet,wordnet example,3,cover_2
cover,shroud.v.01,cover as if with a shroud,The origins of this civilization are covered in mystery,hand_written,no wordnet example for lemma,1,cover_2
cover,cover.v.24,be responsible for guarding an opponent in a game,He covered left field,wordnet,wordnet example,0,cover_2
cover,cover.v.23,play a higher card than the one previously played,Smith covered again,wordnet,wordnet example,1,cover_3
cover,cover.v.10,to take an action to protect against future problems,Count the cash in the drawer twice just to cover yourself,wordnet,wordnet example,1,cover_3
cover,traverse.v.01,travel across or pass over,The caravan covered almost 100 miles each day,wordnet,wordnet example,1,cover_3
cover,cover.v.02,form a cover over,The grass covered the grave,wordnet,wordnet example,1,cover_3
cover,report.v.05,"be responsible for reporting the details of, as in journalism",The cub reporter covered New York City,wordnet,wordnet example,2,cover_3
cover,cover.v.19,spread over a surface to conceal or protect,This paint covers well,wordnet,wordnet example,1,cover_4
cover,cover.v.03,"span an interval of distance, space or time",The period covered the turn of the century,wordnet,wordnet example,5,cover_4
cover,embrace.v.01,include in scope; include as part of something broader; have as one's sphere or territory,This should cover everyone in the group,wordnet,wordnet example,2,cover_4
cover,cover.v.12,protect or defend (a position in a game),He covered left field,wordnet,wordnet example,1,cover_4
cover,cover.v.14,protect by insurance,The insurance won't cover this,wordnet,wordnet example,1,cover_4
cover,cover.v.17,help out by taking someone's place and temporarily assuming his responsibilities,She is covering for our secretary who is ill this week,wordnet,wordnet example,1,cover_5
