group_id,lemma,1,2,3,4,5,num_senses
clean_1,clean,exhibiting or calling for sportsmanship or fair play <br /> <i>(Example: A clean fight)</i>,free from dirt or impurities; or having clean habits <br /> <i>(Example: Children with clean shining faces)</i>,free of drugs <br /> <i>(Example: After a long dependency on heroin she has been clean for 4 years)</i>,morally pure <br /> <i>(Example: Led a clean life)</i>,free from sepsis or infection <br /> <i>(Example: A clean (or uninfected) wound)</i>,5
stay_1,stay,dwell <br /> <i>(Example: You can stay with me while you are in town)</i>,stay the same; remain in a certain state <br /> <i>(Example: Stay alone)</i>,stop or halt <br /> <i>(Example: Please stay the bloodshed!)</i>,stay put (in a certain place) <br /> <i>(Example: We are staying in Detroit; we are not moving to Cincinnati)</i>,remain behind <br /> <i>(Example: I had to stay at home and watch the children)</i>,5
cloud_2,cloud,a cause of worry or gloom or trouble <br /> <i>(Example: The only cloud on the horizon was the possibility of dissent by the French)</i>,,,,,1
dump_1,dump,fall abruptly <br /> <i>(Example: Should we dump all the pieces out)</i>,throw away as refuse <br /> <i>(Example: No dumping in these woods!)</i>,"sever all ties with, usually unceremoniously or irresponsibly <br /> <i>(Example: The company dumped him after many years of service)</i>",knock down with force <br /> <i>(Example: He dumped his opponent)</i>,sell at artificially low prices <br /> <i>(Example: We try not to dump our books)</i>,5
tree_1,tree,a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown; includes both gymnosperms and angiosperms <br /> <i>(Example: Be careful while climbing the tree)</i>,a figure that branches from a single root <br /> <i>(Example: Genealogical tree)</i>,,,,2
car_1,car,a wheeled vehicle adapted to the rails of railroad <br /> <i>(Example: Three cars had jumped the rails)</i>,a conveyance for passengers or freight on a cable railway <br /> <i>(Example: They took a cable car to the top of the mountain)</i>,where passengers ride up and down <br /> <i>(Example: The car was on the top floor)</i>,a motor vehicle with four wheels; usually propelled by an internal combustion engine <br /> <i>(Example: He needs a car to get to work)</i>,the compartment that is suspended from an airship and that carries personnel and the cargo and the power plant <br /> <i>(Example: The car of the airship)</i>,5
nail_1,nail,horny plate covering and protecting part of the dorsal surface of the digits <br /> <i>(Example: You love those nail clippers)</i>,"a thin pointed piece of metal that is hammered into materials as a fastener <br /> <i>(Example: Get her some wood, a hammer, and nails)</i>",a former unit of length for cloth equal to 1/16 of a yard <br /> <i>(Example: I just need a nail of fabric for my hem tape)</i>,,,3
draw_4,draw,"pass over, across, or through <br /> <i>(Example: He drew the horses over the bridge)</i>",suck in or take (air) <br /> <i>(Example: Draw a deep breath)</i>,remove (a commodity) from (a supply source) <br /> <i>(Example: She drew $2000 from the account)</i>,contract <br /> <i>(Example: The material drew after it was washed in hot water)</i>,remove the entrails of <br /> <i>(Example: Draw a chicken)</i>,5
hear_1,hear,"get to know or become aware of, usually accidentally <br /> <i>(Example: I heard you found the cookie jar)</i>",listen and pay attention <br /> <i>(Example: We must hear the expert before we make a decision)</i>,examine or hear (evidence or a case) by judicial process <br /> <i>(Example: The jury had heard all the evidence)</i>,perceive (sound) via the auditory sense <br /> <i>(Example: I can hear you!)</i>,receive a communication from someone <br /> <i>(Example: We heard nothing from our son for five years)</i>,5
ice_1,ice,a rink with a floor of ice for ice hockey or ice skating <br /> <i>(Example: The crowd applauded when she skated out onto the ice)</i>,an amphetamine derivative (trade name Methedrine) used in the form of a crystalline hydrochloride; used as a stimulant to the nervous system and as an appetite suppressant <br /> <i>(Example: Do you have any ice?)</i>,diamonds <br /> <i>(Example: Look at the ice on that dame!)</i>,the frozen part of a body of water <br /> <i>(Example: Land sheets of ice called glaciers move and carry rocks and dirt with them)</i>,a frozen dessert with fruit flavoring (especially one containing no milk) <br /> <i>(Example: Do you want cherry shaved ice?)</i>,5
build_2,build,improve the cleansing action of <br /> <i>(Example: Build detergents)</i>,form or accumulate steadily <br /> <i>(Example: Pressure is building up at the Indian-Pakistani border)</i>,"order, supervise, or finance the construction of <br /> <i>(Example: The government is building new schools in this state)</i>",be engaged in building <br /> <i>(Example: These architects build in interesting and new styles)</i>,develop and grow <br /> <i>(Example: Suspense was building right from the beginning of the opera)</i>,5
give_3,give,endure the loss of <br /> <i>(Example: He gave his life for his children)</i>,inflict as a punishment <br /> <i>(Example: The judge gave me 10 years)</i>,"place into the hands or custody of <br /> <i>(Example: Give me the spoon, please)</i>",convey or reveal information <br /> <i>(Example: Give one's name)</i>,perform for an audience <br /> <i>(Example: Pollini is giving another concert in New York)</i>,5
hand_2,hand,the (prehensile) extremity of the superior limb <br /> <i>(Example: He had the hands of a surgeon)</i>,a round of applause to signify approval <br /> <i>(Example: Give the little lady a great big hand)</i>,a unit of length equal to 4 inches; used in measuring horses <br /> <i>(Example: The horse stood 20 hands)</i>,a member of the crew of a ship <br /> <i>(Example: All hands on deck)</i>,physical assistance <br /> <i>(Example: Give me a hand with the chores)</i>,5
build_1,build,make by combining materials and parts <br /> <i>(Example: He built our house)</i>,build or establish something abstract <br /> <i>(Example: Build a reputation)</i>,found or ground <br /> <i>(Example: Build a defense on nothing but the accused person's reputation)</i>,"give form to, according to a plan <br /> <i>(Example: Build a modern nation)</i>",bolster or strengthen <br /> <i>(Example: Build up confidence)</i>,5
listen_1,listen,pay close attention to; give heed to <br /> <i>(Example: Listen to the advice of old men)</i>,listen and pay attention <br /> <i>(Example: Listen to your father)</i>,hear with intention <br /> <i>(Example: Listen to the sound of this cello)</i>,,,3
run_7,run,be diffused <br /> <i>(Example: These dyes and colors are guaranteed not to run)</i>,progress by being changed <br /> <i>(Example: Run through your presentation before the meeting)</i>,"pass over, across, or through <br /> <i>(Example: Those ducks better watch out so the bicycles don't run them over)</i>",extend or continue for a certain period of time <br /> <i>(Example: The film runs 5 hours)</i>,cause an animal to move fast <br /> <i>(Example: Run the dogs)</i>,5
carry_4,carry,be necessarily associated with or result in or involve <br /> <i>(Example: This crime carries a penalty of five years in prison)</i>,have with oneself; have on one's person <br /> <i>(Example: I always carry money)</i>,"transfer (a number, cipher, or remainder) to the next column or unit's place before or after, in addition or multiplication <br /> <i>(Example: Put down 5 and carry 2)</i>",take further or advance <br /> <i>(Example: Carry a cause)</i>,"propel, <br /> <i>(Example: Carry the ball)</i>",5
book_2,book,a compilation of the known facts regarding something or someone <br /> <i>(Example: His name is in all the record books)</i>,a written version of a play or other dramatic composition; used in preparing for a performance <br /> <i>(Example: We need to be off book by Thursday)</i>,a number of sheets (ticket or stamps etc.) bound together on one edge <br /> <i>(Example: He bought a book of stamps)</i>,a major division of a long written composition <br /> <i>(Example: The book of Isaiah)</i>,a record in which commercial accounts are recorded <br /> <i>(Example: They got a subpoena to examine our books)</i>,5
spoon_1,spoon,as much as a spoon will hold <br /> <i>(Example: He added two spoons of sugar)</i>,formerly a golfing wood with an elevated face <br /> <i>(Example: A spoon has a cupped club face)</i>,a piece of cutlery with a shallow bowl-shaped container and a handle; used to stir or serve or take up food <br /> <i>(Example: I think when you're eating soup it might be easier to use the spoon)</i>,,,3
broken_1,broken,topographically very uneven <br /> <i>(Example: Broken terrain)</i>,imperfectly spoken or written <br /> <i>(Example: Broken English)</i>,physically and forcibly separated into pieces or cracked or split <br /> <i>(Example: A broken mirror)</i>,discontinuous <br /> <i>(Example: Broken clouds)</i>,tamed or trained to obey <br /> <i>(Example: A horse broken to the saddle)</i>,5
drive_4,drive,"to compel or force or urge relentlessly or exert coercive pressure on, or motivate strongly <br /> <i>(Example: She is driven by her passion)</i>",move into a desired direction of discourse <br /> <i>(Example: What are you driving at?)</i>,"push, propel, or press with force <br /> <i>(Example: Drive a nail into the wall)</i>","strike with a driver, as in teeing off <br /> <i>(Example: Drive a golf ball)</i>",have certain properties when driven <br /> <i>(Example: My new truck drives well)</i>,5
wipe_1,wipe,rub with a circular motion <br /> <i>(Example: Wipe the blackboard)</i>,,,,,1
bed_1,bed,single thickness of usually some homogeneous substance <br /> <i>(Example: Slices of hard-boiled egg on a bed of spinach)</i>,the flat surface of a printing press on which the type form is laid in the last stage of producing a newspaper or magazine or book etc. <br /> <i>(Example: He placed the letter stamps on the bed and laid the white paper over them)</i>,a depression forming the ground under a body of water <br /> <i>(Example: He searched for treasure on the ocean bed)</i>,(geology) a stratum of rock (especially sedimentary rock) <br /> <i>(Example: They found a bed of sandstone)</i>,a piece of furniture that provides a place to sleep <br /> <i>(Example: He sat on the edge of the bed)</i>,5
black_3,black,(of the face) made black especially as with suffused blood <br /> <i>(Example: A face black with fury)</i>,extremely dark <br /> <i>(Example: A black moonless night)</i>,(of coffee) without cream or sugar <br /> <i>(Example: I like my coffee black)</i>,soiled with dirt or soot <br /> <i>(Example: With feet black from playing outdoors)</i>,,4
box_2,box,the quantity contained in a box <br /> <i>(Example: He gave her a box of chocolates)</i>,a blow with the hand (usually on the ear) <br /> <i>(Example: I gave him a good box on the ear)</i>,any one of several designated areas on a ball field where the batter or catcher or coaches are positioned <br /> <i>(Example: The umpire warned the batter to stay in the batter's box)</i>,a (usually rectangular) container; may have a lid <br /> <i>(Example: He rummaged through a box of spare parts)</i>,a rectangular drawing <br /> <i>(Example: The flowchart contained many boxes)</i>,5
slow_1,slow,slow to learn or understand; lacking intellectual acuity <br /> <i>(Example: Worked with the slow students)</i>,(of business) not active or brisk <br /> <i>(Example: Business is dull (or slow))</i>,so lacking in interest as to cause mental weariness <br /> <i>(Example: A slow evening with uninteresting people)</i>,not moving quickly; taking a comparatively long time <br /> <i>(Example: A slow walker)</i>,(used of timepieces) indicating a time earlier than the correct time <br /> <i>(Example: The clock is slow)</i>,5
close_3,close,cease to operate or cause to cease operating <br /> <i>(Example: The owners decided to move and to close the factory)</i>,"complete a business deal, negotiation, or an agreement <br /> <i>(Example: We closed on the house on Friday)</i>","come together, as if in an embrace <br /> <i>(Example: Her arms closed around her long lost relative)</i>",become closed <br /> <i>(Example: The windows closed with a loud bang)</i>,finish a game in baseball by protecting a lead <br /> <i>(Example: The relief pitcher closed with two runs in the second inning)</i>,5
dark_1,dark,showing a brooding ill humor <br /> <i>(Example: A dark scowl)</i>,marked by difficulty of style or expression <br /> <i>(Example: Much that was dark is now quite clear to me)</i>,stemming from evil characteristics or forces; wicked or dishonorable <br /> <i>(Example: Darth Vader of the dark side)</i>,brunet (used of hair or skin or eyes) <br /> <i>(Example: Dark eyes)</i>,(used of color) having a dark hue <br /> <i>(Example: Dark green)</i>,5
garbage_1,garbage,food that is discarded (as from a kitchen) <br /> <i>(Example: Throw the garbage away from dinner)</i>,a worthless message <br /> <i>(Example: This information is garbage)</i>,a receptacle where waste can be discarded <br /> <i>(Example: She tossed the moldy bread into the garbage)</i>,,,3
bench_1,bench,the magistrate or judge or judges sitting in court in judicial capacity to compose the court collectively <br /> <i>(Example: Ladies and gentlemen of the bench)</i>,a strong worktable for a carpenter or mechanic <br /> <i>(Example: Here's a tool bench)</i>,the reserve players on a team <br /> <i>(Example: Our team has a strong bench)</i>,persons who administer justice <br /> <i>(Example: You have no respect for the bench of this court)</i>,a level shelf of land interrupting a declivity (with steep slopes above and below) <br /> <i>(Example: The cottage sits on a bench in the mountains)</i>,5
egg_1,egg,oval reproductive body of a fowl (especially a hen) used as food <br /> <i>(Example: Which comes first the chicken or the egg)</i>,one of the two male reproductive glands that produce spermatozoa and secrete androgens <br /> <i>(Example: She kicked him in the balls and got away)</i>,animal reproductive body consisting of an ovum or embryo together with nutritive and protective envelopes; especially the thin-shelled reproductive body laid by e.g. female birds <br /> <i>(Example: The birds have eggs in their nests)</i>,,,3
go_6,go,"begin or set in motion <br /> <i>(Example: Ready, set, go!)</i>",be ranked or compare <br /> <i>(Example: This violinist is as good as Juilliard-trained violinists go)</i>,perform as expected when applied <br /> <i>(Example: The washing machine won't go unless it's plugged in)</i>,move away from a place into another direction <br /> <i>(Example: Go away!)</i>,blend or harmonize <br /> <i>(Example: This sofa won't go with the chairs)</i>,5
necklace_1,necklace,jewelry consisting of a cord or chain (often bearing gems) worn about the neck as an ornament (especially by women) <br /> <i>(Example: Glenmae is wearing a necklace around her neck)</i>,,,,,1
dress_1,dress,clothing in general <br /> <i>(Example: Fastidious about his dress)</i>,a one-piece garment for a woman; has skirt and bodice <br /> <i>(Example: You 'll get mud all over your dress!)</i>,clothing of a distinctive style or for a particular occasion <br /> <i>(Example: Battle dress)</i>,,,3
heavy_6,heavy,unusually great in degree or quantity or number <br /> <i>(Example: Heavy taxes)</i>,"(physics, chemistry) being or containing an isotope with greater than average atomic mass or weight <br /> <i>(Example: Heavy hydrogen)</i>",,,,2
make_8,make,constitute the essence of <br /> <i>(Example: Clothes make the man)</i>,make or cause to be or to become <br /> <i>(Example: Make a mess in one's office)</i>,appear to begin an activity <br /> <i>(Example: He made to speak but said nothing in the end)</i>,amount to <br /> <i>(Example: This salary increase makes no difference to my standard of living)</i>,"make, formulate, or derive in the mind <br /> <i>(Example: Make an estimate)</i>",5
cookie_1,cookie,any of various small flat sweet cakes (`biscuit' is the British term) <br /> <i>(Example: He gave you a chocolate chip cookie at ten o'clock in the morning)</i>,the cook on a ranch or at a camp <br /> <i>(Example: The cookie at camp is so talented)</i>,a short line of text that a web site puts on your computer's hard drive when you access the web site <br /> <i>(Example: Please clear your cookies)</i>,,,3
potato_1,potato,an edible tuber native to South America; a staple food of Ireland <br /> <i>(Example: We'll just go into the kitchen and get the potatoes)</i>,annual native to South America having underground stolons bearing edible starchy tubers; widely cultivated as a garden vegetable; vines are poisonous <br /> <i>(Example: I can make you some of that mashed potatoes really quick)</i>,,,,2
balloon_1,balloon,small thin inflatable rubber bag with narrow neck <br /> <i>(Example: I bought some balloons from the store)</i>,large tough nonrigid bag filled with gas or heated air <br /> <i>(Example: Balloons do pop if you sit on them)</i>,,,,2
stop_3,stop,render unsuitable for passage <br /> <i>(Example: Stop the busy road)</i>,,,,,1
eat_1,eat,eat a meal; take a meal <br /> <i>(Example: We did not eat until 10 P. M. Because there were so many phone calls)</i>,worry or cause anxiety in a persistent way <br /> <i>(Example: What's eating you?)</i>,take in solid food <br /> <i>(Example: She was eating a banana)</i>,take in food; used of animals only <br /> <i>(Example: This dog doesn't eat certain kinds of meat)</i>,"cause to deteriorate due to the action of water, air, or an acid <br /> <i>(Example: The acid ate through the metal)</i>",5
nose_2,nose,the sense of smell (especially in animals) <br /> <i>(Example: The hound has a good nose)</i>,a front that resembles a human nose (especially the front of an aircraft) <br /> <i>(Example: The nose of the rocket heated up on reentry)</i>,the front or forward projection of a tool or weapon <br /> <i>(Example: He ducked under the nose of the gun)</i>,,,3
like_1,like,prefer or wish to do something <br /> <i>(Example: Would you like to come along to the movies?)</i>,find enjoyable or agreeable <br /> <i>(Example: I like jogging)</i>,be fond of <br /> <i>(Example: I like my nephews)</i>,want to have <br /> <i>(Example: I'd like a beer now!)</i>,"feel about or towards; consider, evaluate, or regard <br /> <i>(Example: How did you like the President's speech last night?)</i>",5
rain_1,rain,anything happening rapidly or in quick successive <br /> <i>(Example: A rain of bullets)</i>,water falling in drops from vapor condensed in the atmosphere <br /> <i>(Example: You'll get wet in the rain)</i>,drops of fresh water that fall as precipitation from clouds <br /> <i>(Example: You were soaked by the rain!)</i>,,,3
pencil_1,pencil,a thin cylindrical pointed writing implement; a rod of marking substance encased in wood <br /> <i>(Example: You wanna sharpen the pencils in the pencil sharpener)</i>,graphite (or a similar substance) used in such a way as to be a medium of communication <br /> <i>(Example: The words were scribbled in pencil)</i>,a cosmetic in a long thin stick; designed to be applied to a particular part of the face <br /> <i>(Example: An eyebrow pencil)</i>,,,3
glasses_2,glasses,a container for holding liquids while drinking <br /> <i>(Example: Can you get some glasses for the table?)</i>,the quantity a glass will hold <br /> <i>(Example: We'll have some glasses of water)</i>,optical instrument consisting of a frame that holds a pair of lenses for correcting defective vision <br /> <i>(Example: Do you wear your glasses all the time?)</i>,,,3
see_5,see,come together <br /> <i>(Example: I'll probably see you at the meeting)</i>,deliberate or decide <br /> <i>(Example: Let's see--which movie should we see tonight?)</i>,deem to be <br /> <i>(Example: I don't see the situation quite as negatively as you do)</i>,perceive by sight or have the power to perceive by sight <br /> <i>(Example: You have to be a good observer to see all the details)</i>,,4
tummy_1,tummy,slang for a paunch <br /> <i>(Example: We can see his tummy)</i>,an enlarged and muscular saclike organ of the alimentary canal; the principal organ of digestion <br /> <i>(Example: Does your tummy hurt?)</i>,,,,2
work_3,work,"shape, form, or improve a material <br /> <i>(Example: Work stone into tools)</i>",move into or onto <br /> <i>(Example: Work the raisins into the dough)</i>,proceed along a path <br /> <i>(Example: Work one's way through the crowd)</i>,provoke or excite <br /> <i>(Example: The rock musician worked the crowd of young girls into a frenzy)</i>,give a workout to <br /> <i>(Example: My personal trainer works me hard)</i>,5
animal_1,animal,a living organism characterized by voluntary movement <br /> <i>(Example: We saw animals at the zoo)</i>,,,,,1
empty_1,empty,needing nourishment <br /> <i>(Example: After skipped lunch the men were empty by suppertime)</i>,emptied of emotion <br /> <i>(Example: After the violent argument he felt empty)</i>,holding or containing nothing <br /> <i>(Example: An empty glass)</i>,devoid of significance or point <br /> <i>(Example: Empty promises)</i>,,4
blue_2,blue,suggestive of sexual impropriety <br /> <i>(Example: A blue movie)</i>,of the color intermediate between green and violet; having a color similar to that of a clear unclouded sky <br /> <i>(Example: May's bright blue weather)</i>,,,,2
bowl_2,bowl,a round vessel that is open at the top; used chiefly for holding food or liquids <br /> <i>(Example: There's more soup in the bowl)</i>,the act of rolling something (as the ball in bowling) <br /> <i>(Example: He had a perfect bowl)</i>,a wooden ball (with flattened sides so that it rolls on a curved course) used in the game of lawn bowling <br /> <i>(Example: Lawn bowl ball)</i>,,,3
look_1,look,give a certain impression or have a certain outward aspect <br /> <i>(Example: This project looks fishy)</i>,search or seek <br /> <i>(Example: We looked all day and finally found the child in the forest)</i>,have faith or confidence in <br /> <i>(Example: Look to your friends for support)</i>,accord in appearance with <br /> <i>(Example: You don't look your age!)</i>,"be oriented in a certain direction, often with respect to another reference point; be opposite to <br /> <i>(Example: The house looks north)</i>",5
cook_1,cook,prepare for eating by applying heat <br /> <i>(Example: I have to cook your toast)</i>,"tamper, with the purpose of deception <br /> <i>(Example: Cook the books)</i>",prepare a hot meal <br /> <i>(Example: My husband doesn't cook)</i>,transform by heating <br /> <i>(Example: The apothecary cooked the medicinal mixture in a big iron kettle)</i>,transform and make suitable for consumption by heating <br /> <i>(Example: These potatoes have to cook for 20 minutes)</i>,5
sweep_1,sweep,"force into some kind of situation, condition, or course of action <br /> <i>(Example: They were swept up by the events)</i>",clean by sweeping <br /> <i>(Example: Please sweep the floor)</i>,to cover or extend over an area or time period <br /> <i>(Example: Rivers sweep the valley floor)</i>,sweep across or over <br /> <i>(Example: A gasp swept cross the audience)</i>,cover the entire range of <br /> <i>(Example: They swept the campus for drugs)</i>,5
take_6,take,receive or obtain regularly <br /> <i>(Example: We take the Times every day)</i>,obtain by winning <br /> <i>(Example: Winner takes all)</i>,be a student of a certain subject <br /> <i>(Example: She is taking a class)</i>,"remove something concrete, as by lifting, pushing, or taking off, or remove something abstract <br /> <i>(Example: Take the gun from your pocket)</i>",be seized or affected in a specified way <br /> <i>(Example: Take sick)</i>,5
get_4,get,achieve a point or goal <br /> <i>(Example: The Brazilian team got 4 goals)</i>,receive as a retribution or punishment <br /> <i>(Example: Gonna get a smack in a bit)</i>,come to have or undergo a change of (physical features and attributes) <br /> <i>(Example: His eyes get big and soft)</i>,give certain properties to something <br /> <i>(Example: Get someone mad)</i>,come into the possession of something concrete or abstract <br /> <i>(Example: She got a lot of paintings from her uncle)</i>,5
white_3,white,free from moral blemish or impurity; unsullied <br /> <i>(Example: In shining white armor)</i>,being of the achromatic color of maximum lightness; having little or no hue owing to reflection of almost all incident light <br /> <i>(Example: As white as fresh snow)</i>,,,,2
say_2,say,"speak, pronounce, or utter in a certain way <br /> <i>(Example: I cannot say `zip wire')</i>",indicate <br /> <i>(Example: The clock says noon)</i>,state as one's opinion or judgement; declare <br /> <i>(Example: I say let's forget this whole business)</i>,express in words <br /> <i>(Example: He said that he wanted to marry her)</i>,give instructions to or direct somebody to do something with authority <br /> <i>(Example: Mummy said don't give her any more)</i>,5
break_10,break,fall sharply <br /> <i>(Example: Stock prices broke)</i>,come to an end <br /> <i>(Example: The heat wave finally broke yesterday)</i>,cease an action temporarily <br /> <i>(Example: Let's break for lunch)</i>,reduce to bankruptcy <br /> <i>(Example: My daughter's fancy wedding is going to break me!)</i>,stop operating or functioning <br /> <i>(Example: The car broke down)</i>,5
stay_3,stay,stay behind <br /> <i>(Example: The smell stayed in the room)</i>,,,,,1
dirty_3,dirty,obtained illegally or by improper means <br /> <i>(Example: Dirty money)</i>,expressing or revealing hostility or dislike <br /> <i>(Example: Dirty looks)</i>,,,,2
popcorn_1,popcorn,corn having small ears and kernels that burst when exposed to dry heat <br /> <i>(Example: We grow popcorn on the farm)</i>,small kernels of corn exploded by heat <br /> <i>(Example: We had popcorn at the movies)</i>,,,,2
drawer_1,drawer,an artist skilled at drawing <br /> <i>(Example: I know but Daddy's the drawer not me)</i>,the person who writes a check or draft instructing the drawee to pay someone else <br /> <i>(Example: Are you the drawer for this check?)</i>,a boxlike container in a piece of furniture; made so as to slide in and out <br /> <i>(Example: Mom could you please grab the screw driver out of the drawer?)</i>,,,3
hit_3,hit,kill intentionally and with premeditation <br /> <i>(Example: The mafia boss ordered a hit)</i>,"affect or afflict suddenly, usually adversely <br /> <i>(Example: We were hit by really bad weather)</i>",hit the intended target or goal <br /> <i>(Example: We hit the sales target for this month)</i>,cause to move by striking <br /> <i>(Example: Hit a ball)</i>,pay unsolicited and usually unwanted sexual attention to <br /> <i>(Example: He tries to hit on women in bars)</i>,5
hot_4,hot,marked by excited activity <br /> <i>(Example: A hot week on the stock market)</i>,very fast; capable of quick response and great speed <br /> <i>(Example: A hot sports car)</i>,newest or most recent <br /> <i>(Example: News hot off the press)</i>,having or bringing unusually good luck <br /> <i>(Example: Hot at craps)</i>,wanted by the police <br /> <i>(Example: A hot suspect)</i>,5
stay_2,stay,fasten with stays <br /> <i>(Example: He stayed the shelf against the wall)</i>,"continue in a place, position, or situation <br /> <i>(Example: After graduation, she stayed on in Cambridge as a student adviser)</i>",stop a judicial process <br /> <i>(Example: The judge stayed the execution order)</i>,overcome or allay <br /> <i>(Example: Stay my hunger)</i>,hang on during a trial of endurance <br /> <i>(Example: Stay out the storm)</i>,5
throw_2,throw,"to put into a state or activity hastily, suddenly, or carelessly <br /> <i>(Example: Throw the car into reverse)</i>","convey or communicate; of a smile, a look, a physical gesture <br /> <i>(Example: Throw a glance)</i>",get rid of <br /> <i>(Example: Yuck honey is that old Play Doh we ha have to throw that away)</i>,place or put with great energy <br /> <i>(Example: If you throw them all on the floor you have to pick them up yourself)</i>,put or send forth <br /> <i>(Example: She threw the flashlight beam into the corning)</i>,5
bottle_1,bottle,the quantity contained in a bottle <br /> <i>(Example: Would you like a bottle of water?)</i>,a vessel fitted with a flexible teat and filled with milk or formula; used as a substitute for breast feeding infants and very young children <br /> <i>(Example: I think that's the baby's bottle)</i>,a glass or plastic vessel used for storing drinks or other liquids; typically cylindrical without handles and with a narrow neck that can be plugged or capped <br /> <i>(Example: She dropped the empty bottle and it shattered)</i>,,,3
think_3,think,have in mind as a purpose <br /> <i>(Example: She didn't think to harm me)</i>,dispose the mind in a certain way <br /> <i>(Example: Do you really think so?)</i>,"decide by pondering, reasoning, or reflecting <br /> <i>(Example: Can you think what to do next?)</i>",,,3
pick_1,pick,harass with constant criticism <br /> <i>(Example: Don't always pick on your little brother)</i>,pull lightly but sharply with a plucking motion <br /> <i>(Example: You pick one hair off)</i>,hit lightly with a picking motion <br /> <i>(Example: The birds were picking at the grain)</i>,"remove unwanted substances from, such as feathers or pits <br /> <i>(Example: Everytime I cook something in it and you can see you pick them out)</i>",eat intermittently; take small bites of <br /> <i>(Example: He picked at the sandwich all morning)</i>,5
apple_1,apple,"fruit with red or yellow or green skin and sweet to tart crisp whitish flesh <br /> <i>(Example: I don't have a pear, that's an apple)</i>",native Eurasian tree widely cultivated in many varieties for its firm rounded edible fruits <br /> <i>(Example: That's a nice apple tree)</i>,,,,2
pizza_1,pizza,Italian open pie made of thin bread dough spread with a spiced mixture of e.g. tomato sauce and cheese <br /> <i>(Example: How many pieces of pizza are there?)</i>,,,,,1
zipper_1,zipper,a fastener for locking together two toothed edges by means of a sliding tab <br /> <i>(Example: The zipper on my jacket broke)</i>,,,,,1
face_3,face,a contorted facial expression <br /> <i>(Example: Do a really angry face and don't smile)</i>,status in the eyes of others <br /> <i>(Example: He lost face)</i>,the striking or working surface of an implement <br /> <i>(Example: The face of a hammer)</i>,,,3
taste_1,taste,distinguish flavors <br /> <i>(Example: We tasted wines last night)</i>,take a sample of <br /> <i>(Example: You wanna taste a bite of the lemon chocolate)</i>,have a distinctive or characteristic taste <br /> <i>(Example: This tastes of nutmeg)</i>,perceive by the sense of taste <br /> <i>(Example: Can you taste the garlic?)</i>,"have flavor; taste of something <br /> <i>(Example: Taste this cake, sweetie)</i>",5
tiger_1,tiger,large feline of forests in most of Asia having a tawny coat with black stripes; endangered <br /> <i>(Example: Tiny tiger and her brothers follow mother tiger through the tall jungle grass)</i>,a fierce or audacious person <br /> <i>(Example: He's a tiger on the tennis court)</i>,,,,2
star_2,star,(astronomy) a celestial body of hot gases that radiates energy derived from thermonuclear reactions in the interior <br /> <i>(Example: The sun is a star)</i>,a star-shaped character * used in printing <br /> <i>(Example: Mark it with a star)</i>,any celestial body visible (as a point of light) from the Earth at night <br /> <i>(Example: Look at all the stars!)</i>,,,3
hold_4,hold,"remain in a certain state, position, or condition <br /> <i>(Example: They held on the road and kept marching)</i>",bind by an obligation; cause to be indebted <br /> <i>(Example: I'll hold you by your promise)</i>,drink alcohol without showing ill effects <br /> <i>(Example: He can hold his liquor)</i>,cover as for protection against noise or smell <br /> <i>(Example: Hold one's nose)</i>,be in accord; be in agreement <br /> <i>(Example: I hold with those who say life is sacred)</i>,5
blow_3,blow,free of obstruction by blowing air through <br /> <i>(Example: Blow one's nose)</i>,exhale hard <br /> <i>(Example: Blow on the soup to cool it down)</i>,make a sound as if blown <br /> <i>(Example: The whistle blew)</i>,be in motion due to some air or water current <br /> <i>(Example: The leaves were blowing in the wind)</i>,lay eggs <br /> <i>(Example: Certain insects are said to blow)</i>,5
soap_1,soap,a cleansing agent made from the salts of vegetable or animal fats <br /> <i>(Example: Wash with soap and water)</i>,money offered as a bribe <br /> <i>(Example: Did you bring the soap?)</i>,,,,2
star_1,star,a plane figure with 5 or more points; often used as an emblem <br /> <i>(Example: Put on your hat and sheriff star)</i>,someone who is dazzlingly skilled in any field <br /> <i>(Example: She is a star player)</i>,a performer who receives prominent billing <br /> <i>(Example: He is a star of the movie)</i>,an actor who plays a principal role <br /> <i>(Example: He's a film star now)</i>,"the topology of a network whose components are connected to a hub <br /> <i>(Example: In a star, only one node will be brought down if a wire fails)</i>",5
high_1,high,greater than normal in degree or intensity or amount <br /> <i>(Example: A high temperature)</i>,used of the smell of meat) smelling spoiled or tainted <br /> <i>(Example: The meat smelled high)</i>,(literal meaning) being at or having a relatively great or specific elevation or upward extension (sometimes used in combinations like `knee-high') <br /> <i>(Example: A high mountain)</i>,standing above others in quality or position <br /> <i>(Example: People in high places)</i>,used of sounds and voices; high in pitch or frequency <br /> <i>(Example: She is very high pitched)</i>,5
pull_2,pull,apply force so as to cause motion towards the source of the motion <br /> <i>(Example: Pull the string gently)</i>,strip of feathers <br /> <i>(Example: Pull a chicken)</i>,operate when rowing a boat <br /> <i>(Example: Pull the oars)</i>,"bring, take, or pull out of a container or from under a cover <br /> <i>(Example: Pull out a gun)</i>","cause to move in a certain direction by exerting a force upon, either physically or in an abstract sense <br /> <i>(Example: A declining dollar pulled down the export figures for the last quarter)</i>",5
