study_name,participant_id,qualtrics_code,aoa,full_question,group,field,lemma,num_senses,prompt,definition,example,sense_name,example_source,notes,Num_WN_Examples,orig_aoa
sp_pilot,sp_pilot_53,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp_pilot,sp_pilot_53,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp_pilot,sp_pilot_53,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp_pilot,sp_pilot_54,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp_pilot,sp_pilot_54,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp_pilot,sp_pilot_54,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp_pilot,sp_pilot_55,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp_pilot,sp_pilot_55,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp_pilot,sp_pilot_56,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp_pilot,sp_pilot_56,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp_pilot,sp_pilot_56,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp_pilot,sp_pilot_57,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp_pilot,sp_pilot_57,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp_pilot,sp_pilot_57,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp_pilot,sp_pilot_59,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp_pilot,sp_pilot_59,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp_pilot,sp_pilot_59,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_0,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_0,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_0,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_1,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_1,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_1,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_2,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_2,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_2,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_3,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_3,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_3,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_4,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_4,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_4,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_5,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_5,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_5,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_6,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_6,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_6,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_7,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_7,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_7,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_8,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_8,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_8,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_9,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_9,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_9,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_10,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_10,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_10,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_11,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_11,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_11,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_12,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_12,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_12,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_13,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_13,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_13,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_14,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_14,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_14,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_15,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_15,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_15,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_16,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_16,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_16,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_17,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_17,x765_sense_aoa_3,10,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,10
sp,sp_17,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_18,x764_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sock_1 - [Field-4],attn_sock_1,Field-4,sock,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_18,x765_sense_aoa_3,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_cake_1 - [Field-5],attn_cake_1,Field-5,cake,4,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
sp,sp_18,x766_sense_aoa_2,7,When did you learn each of the following possible meanings for the word [[Field-2]]? - attn_sandbox_1 - [Field-4],attn_sandbox_1,Field-4,sandbox,3,This question is to ensure you're paying attention. Please enter 7 for this question <br /> <i>(Example: Please enter 7 for this question)</i>,This question is to ensure you're paying attention. Please enter 7 for this question,Please enter 7 for this question,NA,NA,NA,NA,7
